"source","term_name","term_id","adjusted_p_value","negative_log10_of_adjusted_p_value","term_size","query_size","intersection_size","effective_domain_size","intersections"
"GO:BP","regulation of transforming growth factor beta activation","GO:1901388","1","0","11","33","1","21031","HSP90AB1"
"GO:BP","negative regulation of extracellular matrix assembly","GO:1901202","1","0","3","33","1","21031","ANTXR1"
"GO:BP","organonitrogen compound metabolic process","GO:1901564","1","0","5986","33","15","21031","TSPYL5,UBQLN1,CACTIN,RBM4,CDK11B,SERPINB1,LPCAT1,FLT1,CDK10,TMEM9,GLTP,DTL,ADSL,HSP90AB1,CILK1"
"GO:BP","organonitrogen compound biosynthetic process","GO:1901566","1","0","1761","33","3","21031","RBM4,LPCAT1,ADSL"
"GO:BP","organic substance catabolic process","GO:1901575","1","0","2074","33","7","21031","UBQLN1,ACOX1,LPCAT1,ZCCHC17,TMEM9,DTL,HSP90AB1"
"GO:BP","response to peptide","GO:1901652","1","0","511","33","1","21031","RBM4"
"GO:BP","cellular response to peptide","GO:1901653","1","0","364","33","1","21031","RBM4"
"GO:BP","response to nitrogen compound","GO:1901698","1","0","1060","33","2","21031","RBM4,CHRND"
"GO:BP","cellular response to nitrogen compound","GO:1901699","1","0","672","33","2","21031","RBM4,CHRND"
"GO:BP","response to oxygen-containing compound","GO:1901700","1","0","1663","33","4","21031","CACTIN,RBM4,CHRND,MTDH"
"GO:BP","cellular response to oxygen-containing compound","GO:1901701","1","0","1179","33","4","21031","CACTIN,RBM4,CHRND,MTDH"
"GO:BP","negative regulation of proteasomal protein catabolic process","GO:1901799","1","0","49","33","1","21031","HSP90AB1"
"GO:BP","organonitrogen compound catabolic process","GO:1901565","1","0","1399","33","5","21031","UBQLN1,LPCAT1,TMEM9,DTL,HSP90AB1"
"GO:BP","regulation of muscle tissue development","GO:1901861","1","0","48","33","1","21031","SOX15"
"GO:BP","regulation of extracellular matrix assembly","GO:1901201","1","0","20","33","1","21031","ANTXR1"
"GO:BP","carbohydrate derivative metabolic process","GO:1901135","1","0","1091","33","3","21031","ACP6,GLTP,ADSL"
"GO:BP","negative regulation of plasma membrane bounded cell projection assembly","GO:0120033","1","0","37","33","1","21031","CDK10"
"GO:BP","regulation of plasma membrane bounded cell projection organization","GO:0120035","1","0","652","33","1","21031","CDK10"
"GO:BP","plasma membrane bounded cell projection organization","GO:0120036","1","0","1570","33","3","21031","B9D1,CDK10,CILK1"
"GO:BP","export from cell","GO:0140352","1","0","894","33","1","21031","RBM4"
"GO:BP","defense response to symbiont","GO:0140546","1","0","1113","33","2","21031","UBQLN1,CACTIN"
"GO:BP","regulation of ncRNA transcription","GO:0140747","1","0","97","33","1","21031","MEPCE"
"GO:BP","interferon-mediated signaling pathway","GO:0140888","1","0","106","33","1","21031","CACTIN"
"GO:BP","endolysosomal toll-like receptor signaling pathway","GO:0140894","1","0","46","33","1","21031","UBQLN1"
"GO:BP","multicellular organismal-level chemical homeostasis","GO:0140962","1","0","74","33","1","21031","LPCAT1"
"GO:BP","carbohydrate derivative biosynthetic process","GO:1901137","1","0","661","33","1","21031","ADSL"
"GO:BP","transforming growth factor beta receptor superfamily signaling pathway","GO:0141091","1","0","341","33","1","21031","HSP90AB1"
"GO:BP","visual system development","GO:0150063","1","0","406","33","3","21031","LPCAT1,FLT1,B9D1"
"GO:BP","regulation of phosphatidylcholine metabolic process","GO:0150172","1","0","10","33","1","21031","LPCAT1"
"GO:BP","cell-cell signaling by wnt","GO:0198738","1","0","454","33","1","21031","TMEM9"
"GO:BP","positive regulation of G1/S transition of mitotic cell cycle","GO:1900087","1","0","41","33","2","21031","CDK10,MEPCE"
"GO:BP","regulation of protein localization to nucleus","GO:1900180","1","0","148","33","1","21031","MEPCE"
"GO:BP","positive regulation of protein localization to nucleus","GO:1900182","1","0","96","33","1","21031","MEPCE"
"GO:BP","regulation of phospholipase C activity","GO:1900274","1","0","36","33","1","21031","FLT1"
"GO:BP","regulation of calcium ion transmembrane transporter activity","GO:1901019","1","0","69","33","1","21031","UBQLN1"
"GO:BP","negative regulation of calcium ion transmembrane transporter activity","GO:1901020","1","0","28","33","1","21031","UBQLN1"
"GO:BP","intracellular signaling cassette","GO:0141124","1","0","1861","33","5","21031","TSPYL5,CACTIN,FLT1,CDK10,MTDH"
"GO:BP","plasma membrane bounded cell projection assembly","GO:0120031","1","0","585","33","3","21031","B9D1,CDK10,CILK1"
"GO:BP","negative regulation of muscle tissue development","GO:1901862","1","0","12","33","1","21031","SOX15"
"GO:BP","positive regulation of post-translational protein modification","GO:1901875","1","0","135","33","2","21031","TSPYL5,UBQLN1"
"GO:BP","regulation of RNA polymerase II regulatory region sequence-specific DNA binding","GO:1903025","1","0","8","33","1","21031","ZNF593"
"GO:BP","negative regulation of RNA polymerase II regulatory region sequence-specific DNA binding","GO:1903026","1","0","3","33","1","21031","ZNF593"
"GO:BP","regulation of leukocyte cell-cell adhesion","GO:1903037","1","0","365","33","1","21031","SOX12"
"GO:BP","positive regulation of leukocyte cell-cell adhesion","GO:1903039","1","0","270","33","1","21031","SOX12"
"GO:BP","mitotic cell cycle process","GO:1903047","1","0","745","33","3","21031","CDK10,MEPCE,DTL"
"GO:BP","regulation of proteolysis involved in protein catabolic process","GO:1903050","1","0","233","33","2","21031","UBQLN1,HSP90AB1"
"GO:BP","negative regulation of proteolysis involved in protein catabolic process","GO:1903051","1","0","67","33","1","21031","HSP90AB1"
"GO:BP","regulation of extracellular matrix organization","GO:1903053","1","0","61","33","1","21031","ANTXR1"
"GO:BP","negative regulation of extracellular matrix organization","GO:1903054","1","0","12","33","1","21031","ANTXR1"
"GO:BP","mononuclear cell differentiation","GO:1903131","1","0","484","33","1","21031","SOX12"
"GO:BP","regulation of calcium ion transmembrane transport","GO:1903169","1","0","163","33","1","21031","UBQLN1"
"GO:BP","regulation of mRNA metabolic process","GO:1903311","1","0","302","33","2","21031","RBM4,CDK11B"
"GO:BP","regulation of protein modification by small protein conjugation or removal","GO:1903320","1","0","242","33","3","21031","TSPYL5,UBQLN1,HSP90AB1"
"GO:BP","positive regulation of protein modification by small protein conjugation or removal","GO:1903322","1","0","134","33","2","21031","TSPYL5,UBQLN1"
"GO:BP","protein localization to nuclear body","GO:1903405","1","0","12","33","1","21031","MEPCE"
"GO:BP","reactive oxygen species biosynthetic process","GO:1903409","1","0","53","33","1","21031","ACOX1"
"GO:BP","liposaccharide metabolic process","GO:1903509","1","0","106","33","1","21031","GLTP"
"GO:BP","regulation of tumor necrosis factor superfamily cytokine production","GO:1903555","1","0","168","33","1","21031","CACTIN"
"GO:BP","negative regulation of tumor necrosis factor superfamily cytokine production","GO:1903556","1","0","63","33","1","21031","CACTIN"
"GO:BP","regulation of hemopoiesis","GO:1903706","1","0","418","33","1","21031","SOX12"
"GO:BP","positive regulation of hemopoiesis","GO:1903708","1","0","187","33","1","21031","SOX12"
"GO:BP","negative regulation of calcium ion transmembrane transport","GO:1903170","1","0","44","33","1","21031","UBQLN1"
"GO:BP","regulation of post-translational protein modification","GO:1901873","1","0","247","33","3","21031","TSPYL5,UBQLN1,HSP90AB1"
"GO:BP","regulation of tau-protein kinase activity","GO:1902947","1","0","5","33","1","21031","HSP90AB1"
"GO:BP","regulation of cell cycle G1/S phase transition","GO:1902806","1","0","187","33","2","21031","CDK10,MEPCE"
"GO:BP","regulation of cell cycle phase transition","GO:1901987","1","0","433","33","3","21031","CDK10,MEPCE,DTL"
"GO:BP","negative regulation of cell cycle phase transition","GO:1901988","1","0","260","33","1","21031","DTL"
"GO:BP","positive regulation of cell cycle phase transition","GO:1901989","1","0","112","33","3","21031","CDK10,MEPCE,DTL"
"GO:BP","regulation of mitotic cell cycle phase transition","GO:1901990","1","0","332","33","3","21031","CDK10,MEPCE,DTL"
"GO:BP","negative regulation of mitotic cell cycle phase transition","GO:1901991","1","0","181","33","1","21031","DTL"
"GO:BP","regulation of cilium assembly","GO:1902017","1","0","71","33","1","21031","CDK10"
"GO:BP","negative regulation of cilium assembly","GO:1902018","1","0","19","33","1","21031","CDK10"
"GO:BP","regulation of leukocyte differentiation","GO:1902105","1","0","323","33","1","21031","SOX12"
"GO:BP","positive regulation of leukocyte differentiation","GO:1902107","1","0","187","33","1","21031","SOX12"
"GO:BP","regulation of organelle assembly","GO:1902115","1","0","222","33","1","21031","CDK10"
"GO:BP","positive regulation of cell cycle G1/S phase transition","GO:1902808","1","0","56","33","2","21031","CDK10,MEPCE"
"GO:BP","negative regulation of organelle assembly","GO:1902116","1","0","45","33","1","21031","CDK10"
"GO:BP","negative regulation of RNA catabolic process","GO:1902369","1","0","88","33","1","21031","ZCCHC17"
"GO:BP","ceramide 1-phosphate transport","GO:1902389","1","0","6","33","1","21031","GLTP"
"GO:BP","regulation of intracellular signal transduction","GO:1902531","1","0","1766","33","6","21031","TSPYL5,UBQLN1,CACTIN,FLT1,CDK10,MTDH"
"GO:BP","negative regulation of intracellular signal transduction","GO:1902532","1","0","544","33","1","21031","CACTIN"
"GO:BP","positive regulation of intracellular signal transduction","GO:1902533","1","0","1033","33","4","21031","TSPYL5,FLT1,CDK10,MTDH"
"GO:BP","negative regulation of RNA biosynthetic process","GO:1902679","1","0","1347","33","5","21031","SOX12,BAHD1,MEPCE,SOX15,MTDH"
"GO:BP","positive regulation of RNA biosynthetic process","GO:1902680","1","0","1706","33","6","21031","SOX12,MEPCE,EBF4,SOX15,ZNF593,MTDH"
"GO:BP","regulation of cell cycle G2/M phase transition","GO:1902749","1","0","116","33","2","21031","CDK10,DTL"
"GO:BP","negative regulation of cell cycle G2/M phase transition","GO:1902750","1","0","68","33","1","21031","DTL"
"GO:BP","positive regulation of cell cycle G2/M phase transition","GO:1902751","1","0","32","33","1","21031","DTL"
"GO:BP","regulation of oxidative stress-induced intrinsic apoptotic signaling pathway","GO:1902175","1","0","41","33","1","21031","UBQLN1"
"GO:BP","regulation of transport","GO:0051049","1","0","1594","33","2","21031","UBQLN1,RBM4"
"GO:BP","leukocyte migration","GO:0050900","1","0","396","33","1","21031","FLT1"
"GO:BP","regulation of transmembrane transport","GO:0034762","1","0","446","33","1","21031","UBQLN1"
"GO:BP","negative regulation of transmembrane transport","GO:0034763","1","0","115","33","1","21031","UBQLN1"
"GO:BP","regulation of monoatomic ion transmembrane transport","GO:0034765","1","0","323","33","1","21031","UBQLN1"
"GO:BP","negative regulation of monoatomic ion transmembrane transport","GO:0034766","1","0","85","33","1","21031","UBQLN1"
"GO:BP","response to endoplasmic reticulum stress","GO:0034976","1","0","220","33","1","21031","UBQLN1"
"GO:BP","appendage morphogenesis","GO:0035107","1","0","153","33","1","21031","B9D1"
"GO:BP","limb morphogenesis","GO:0035108","1","0","153","33","1","21031","B9D1"
"GO:BP","embryonic appendage morphogenesis","GO:0035113","1","0","125","33","1","21031","B9D1"
"GO:BP","regulatory ncRNA-mediated post-transcriptional gene silencing","GO:0035194","1","0","624","33","1","21031","RBM4"
"GO:BP","miRNA-mediated post-transcriptional gene silencing","GO:0035195","1","0","612","33","1","21031","RBM4"
"GO:BP","tube morphogenesis","GO:0035239","1","0","872","33","2","21031","FLT1,MTDH"
"GO:BP","miRNA-mediated gene silencing by inhibition of translation","GO:0035278","1","0","18","33","1","21031","RBM4"
"GO:BP","tube development","GO:0035295","1","0","1091","33","2","21031","FLT1,MTDH"
"GO:BP","regulation of dephosphorylation","GO:0035303","1","0","107","33","1","21031","HSP90AB1"
"GO:BP","regulation of protein dephosphorylation","GO:0035304","1","0","75","33","1","21031","HSP90AB1"
"GO:BP","positive regulation of dephosphorylation","GO:0035306","1","0","50","33","1","21031","HSP90AB1"
"GO:BP","positive regulation of protein dephosphorylation","GO:0035307","1","0","40","33","1","21031","HSP90AB1"
"GO:BP","intracellular signal transduction","GO:0035556","1","0","2668","33","8","21031","TSPYL5,UBQLN1,CACTIN,FLT1,CDK10,DTL,CILK1,MTDH"
"GO:BP","establishment of protein localization to extracellular region","GO:0035592","1","0","367","33","1","21031","RBM4"
"GO:BP","ER to Golgi ceramide transport","GO:0035621","1","0","4","33","1","21031","GLTP"
"GO:BP","ceramide transport","GO:0035627","1","0","15","33","1","21031","GLTP"
"GO:BP","nucleosome organization","GO:0034728","1","0","135","33","1","21031","TSPYL5"
"GO:BP","ncRNA metabolic process","GO:0034660","1","0","640","33","2","21031","MEPCE,TRMO"
"GO:BP","nucleobase-containing compound catabolic process","GO:0034655","1","0","526","33","1","21031","ZCCHC17"
"GO:BP","nucleobase-containing compound biosynthetic process","GO:0034654","1","0","4027","33","13","21031","CACTIN,CDK11B,SOX12,BAHD1,MEPCE,DTL,STON1-GTF2A1L,EBF4,SOX15,ZNF593,ADSL,HSP90AB1,MTDH"
"GO:BP","positive regulation of kinase activity","GO:0033674","1","0","292","33","2","21031","FLT1,HSP90AB1"
"GO:BP","response to lipid","GO:0033993","1","0","920","33","2","21031","CACTIN,MTDH"
"GO:BP","response to cytokine","GO:0034097","1","0","932","33","2","21031","CACTIN,HSP90AB1"
"GO:BP","regulation of toll-like receptor signaling pathway","GO:0034121","1","0","28","33","1","21031","CACTIN"
"GO:BP","negative regulation of toll-like receptor signaling pathway","GO:0034122","1","0","18","33","1","21031","CACTIN"
"GO:BP","toll-like receptor 3 signaling pathway","GO:0034138","1","0","25","33","1","21031","UBQLN1"
"GO:BP","regulation of toll-like receptor 3 signaling pathway","GO:0034139","1","0","12","33","1","21031","UBQLN1"
"GO:BP","negative regulation of toll-like receptor 3 signaling pathway","GO:0034140","1","0","3","33","1","21031","UBQLN1"
"GO:BP","monoatomic ion transmembrane transport","GO:0034220","1","0","1013","33","2","21031","UBQLN1,CHRND"
"GO:BP","regulation of amide metabolic process","GO:0034248","1","0","439","33","1","21031","RBM4"
"GO:BP","intraciliary anterograde transport","GO:0035720","1","0","19","33","1","21031","CILK1"
"GO:BP","negative regulation of amide metabolic process","GO:0034249","1","0","151","33","1","21031","RBM4"
"GO:BP","response to monosaccharide","GO:0034284","1","0","215","33","1","21031","RBM4"
"GO:BP","response to type I interferon","GO:0034340","1","0","88","33","1","21031","CACTIN"
"GO:BP","protein localization to cell surface","GO:0034394","1","0","67","33","1","21031","HSP90AB1"
"GO:BP","lipid oxidation","GO:0034440","1","0","115","33","1","21031","ACOX1"
"GO:BP","substrate adhesion-dependent cell spreading","GO:0034446","1","0","101","33","1","21031","ANTXR1"
"GO:BP","ncRNA processing","GO:0034470","1","0","438","33","1","21031","TRMO"
"GO:BP","protein localization to nucleus","GO:0034504","1","0","315","33","1","21031","MEPCE"
"GO:BP","cellular response to heat","GO:0034605","1","0","63","33","1","21031","HSP90AB1"
"GO:BP","response to tumor necrosis factor","GO:0034612","1","0","249","33","1","21031","CACTIN"
"GO:BP","cellular nitrogen compound metabolic process","GO:0034641","1","0","8692","33","16","21031","CACTIN,RBM4,CDK11B,ZCCHC17,SOX12,BAHD1,MEPCE,DTL,STON1-GTF2A1L,EBF4,SOX15,ZNF593,ADSL,HSP90AB1,TRMO,MTDH"
"GO:BP","positive regulation of amide metabolic process","GO:0034250","1","0","166","33","1","21031","RBM4"
"GO:BP","intraciliary retrograde transport","GO:0035721","1","0","14","33","1","21031","CILK1"
"GO:BP","regulation of lysosomal lumen pH","GO:0035751","1","0","32","33","1","21031","TMEM9"
"GO:BP","insulin secretion involved in cellular response to glucose stimulus","GO:0035773","1","0","69","33","1","21031","RBM4"
"GO:BP","response to chemical","GO:0042221","1","0","3957","33","8","21031","UBQLN1,CACTIN,RBM4,FLT1,CHRND,ADSL,HSP90AB1,MTDH"
"GO:BP","tissue regeneration","GO:0042246","1","0","80","33","1","21031","SOX15"
"GO:BP","ribosome biogenesis","GO:0042254","1","0","322","33","1","21031","ZNF593"
"GO:BP","regulation of phosphorylation","GO:0042325","1","0","966","33","3","21031","CACTIN,FLT1,HSP90AB1"
"GO:BP","negative regulation of phosphorylation","GO:0042326","1","0","288","33","1","21031","CACTIN"
"GO:BP","positive regulation of phosphorylation","GO:0042327","1","0","630","33","2","21031","FLT1,HSP90AB1"
"GO:BP","taxis","GO:0042330","1","0","465","33","1","21031","FLT1"
"GO:BP","regulation of membrane potential","GO:0042391","1","0","433","33","1","21031","CHRND"
"GO:BP","homeostatic process","GO:0042592","1","0","1712","33","4","21031","RBM4,ACOX1,LPCAT1,TMEM9"
"GO:BP","glucose homeostasis","GO:0042593","1","0","255","33","1","21031","RBM4"
"GO:BP","negative regulation of protein catabolic process","GO:0042177","1","0","110","33","1","21031","HSP90AB1"
"GO:BP","response to starvation","GO:0042594","1","0","217","33","1","21031","ADSL"
"GO:BP","muscle cell differentiation","GO:0042692","1","0","395","33","1","21031","RBM4"
"GO:BP","embryonic digit morphogenesis","GO:0042733","1","0","61","33","1","21031","B9D1"
"GO:BP","hydrogen peroxide metabolic process","GO:0042743","1","0","55","33","1","21031","ACOX1"
"GO:BP","regulation of circadian rhythm","GO:0042752","1","0","113","33","1","21031","RBM4"
"GO:BP","very long-chain fatty acid catabolic process","GO:0042760","1","0","7","33","1","21031","ACOX1"
"GO:BP","signal transduction in response to DNA damage","GO:0042770","1","0","197","33","1","21031","DTL"
"GO:BP","snRNA transcription by RNA polymerase II","GO:0042795","1","0","16","33","1","21031","MEPCE"
"GO:BP","amide transport","GO:0042886","1","0","319","33","2","21031","RBM4,GLTP"
"GO:BP","regulation of apoptotic process","GO:0042981","1","0","1463","33","3","21031","UBQLN1,HSP90AB1,MTDH"
"GO:BP","chordate embryonic development","GO:0043009","1","0","670","33","2","21031","B9D1,SOX15"
"GO:BP","cholesterol homeostasis","GO:0042632","1","0","89","33","1","21031","ACOX1"
"GO:BP","unsaturated fatty acid metabolic process","GO:0033559","1","0","111","33","1","21031","ACOX1"
"GO:BP","regulation of cell population proliferation","GO:0042127","1","0","1683","33","4","21031","TSPYL5,FLT1,CDK10,SOX15"
"GO:BP","intraciliary transport","GO:0042073","1","0","49","33","1","21031","CILK1"
"GO:BP","enteroendocrine cell differentiation","GO:0035883","1","0","37","33","1","21031","RBM4"
"GO:BP","response to immobilization stress","GO:0035902","1","0","28","33","1","21031","GLTP"
"GO:BP","cellular response to vascular endothelial growth factor stimulus","GO:0035924","1","0","64","33","1","21031","FLT1"
"GO:BP","response to topologically incorrect protein","GO:0035966","1","0","150","33","1","21031","HSP90AB1"
"GO:BP","aggrephagy","GO:0035973","1","0","9","33","1","21031","UBQLN1"
"GO:BP","phosphatidylglycerol acyl-chain remodeling","GO:0036148","1","0","9","33","1","21031","LPCAT1"
"GO:BP","phosphatidylcholine acyl-chain remodeling","GO:0036151","1","0","14","33","1","21031","LPCAT1"
"GO:BP","protein modification process","GO:0036211","1","0","3031","33","9","21031","TSPYL5,UBQLN1,CACTIN,CDK11B,FLT1,CDK10,DTL,HSP90AB1,CILK1"
"GO:BP","response to decreased oxygen levels","GO:0036293","1","0","316","33","2","21031","UBQLN1,ADSL"
"GO:BP","cellular response to decreased oxygen levels","GO:0036294","1","0","149","33","1","21031","UBQLN1"
"GO:BP","T cell activation","GO:0042110","1","0","555","33","1","21031","SOX12"
"GO:BP","vascular endothelial growth factor signaling pathway","GO:0038084","1","0","45","33","1","21031","FLT1"
"GO:BP","regulation of cytoplasmic pattern recognition receptor signaling pathway","GO:0039531","1","0","105","33","1","21031","UBQLN1"
"GO:BP","negative regulation of cytoplasmic pattern recognition receptor signaling pathway","GO:0039532","1","0","48","33","1","21031","UBQLN1"
"GO:BP","growth","GO:0040007","1","0","939","33","3","21031","CDK11B,CHRND,SOX15"
"GO:BP","regulation of growth","GO:0040008","1","0","620","33","2","21031","CDK11B,SOX15"
"GO:BP","locomotion","GO:0040011","1","0","1234","33","1","21031","FLT1"
"GO:BP","regulation of locomotion","GO:0040012","1","0","1038","33","1","21031","FLT1"
"GO:BP","positive regulation of locomotion","GO:0040017","1","0","583","33","1","21031","FLT1"
"GO:BP","epigenetic regulation of gene expression","GO:0040029","1","0","225","33","1","21031","BAHD1"
"GO:BP","snRNA modification","GO:0040031","1","0","7","33","1","21031","MEPCE"
"GO:BP","transforming growth factor beta activation","GO:0036363","1","0","14","33","1","21031","HSP90AB1"
"GO:BP","cellular response to stress","GO:0033554","1","0","1770","33","4","21031","UBQLN1,RBM4,DTL,HSP90AB1"
"GO:BP","fatty acid beta-oxidation using acyl-CoA oxidase","GO:0033540","1","0","12","33","1","21031","ACOX1"
"GO:BP","carbohydrate homeostasis","GO:0033500","1","0","256","33","1","21031","RBM4"
"GO:BP","regulation of cell projection organization","GO:0031344","1","0","667","33","1","21031","CDK10"
"GO:BP","negative regulation of cell projection organization","GO:0031345","1","0","192","33","1","21031","CDK10"
"GO:BP","regulation of defense response","GO:0031347","1","0","768","33","2","21031","UBQLN1,CACTIN"
"GO:BP","negative regulation of defense response","GO:0031348","1","0","247","33","1","21031","CACTIN"
"GO:BP","positive regulation of defense response","GO:0031349","1","0","471","33","2","21031","UBQLN1,CACTIN"
"GO:BP","regulation of protein ubiquitination","GO:0031396","1","0","199","33","3","21031","TSPYL5,UBQLN1,HSP90AB1"
"GO:BP","positive regulation of protein ubiquitination","GO:0031398","1","0","111","33","2","21031","TSPYL5,UBQLN1"
"GO:BP","regulation of protein modification process","GO:0031399","1","0","1229","33","5","21031","TSPYL5,UBQLN1,CACTIN,FLT1,HSP90AB1"
"GO:BP","negative regulation of protein modification process","GO:0031400","1","0","400","33","1","21031","CACTIN"
"GO:BP","positive regulation of protein modification process","GO:0031401","1","0","787","33","4","21031","TSPYL5,UBQLN1,FLT1,HSP90AB1"
"GO:BP","positive regulation of cellular catabolic process","GO:0031331","1","0","332","33","1","21031","MTDH"
"GO:BP","protein-containing complex localization","GO:0031503","1","0","195","33","1","21031","CILK1"
"GO:BP","DNA integrity checkpoint signaling","GO:0031570","1","0","140","33","1","21031","DTL"
"GO:BP","cell-substrate adhesion","GO:0031589","1","0","351","33","1","21031","ANTXR1"
"GO:BP","regulation of protein stability","GO:0031647","1","0","324","33","1","21031","HSP90AB1"
"GO:BP","lipopolysaccharide-mediated signaling pathway","GO:0031663","1","0","57","33","2","21031","CACTIN,MTDH"
"GO:BP","regulation of lipopolysaccharide-mediated signaling pathway","GO:0031664","1","0","28","33","1","21031","CACTIN"
"GO:BP","negative regulation of lipopolysaccharide-mediated signaling pathway","GO:0031665","1","0","14","33","1","21031","CACTIN"
"GO:BP","response to nutrient levels","GO:0031667","1","0","496","33","1","21031","ADSL"
"GO:BP","negative regulation of translation in response to stress","GO:0032055","1","0","6","33","1","21031","RBM4"
"GO:BP","negative regulation of NF-kappaB transcription factor activity","GO:0032088","1","0","78","33","1","21031","CACTIN"
"GO:BP","regulation of response to external stimulus","GO:0032101","1","0","1077","33","3","21031","UBQLN1,CACTIN,SOX15"
"GO:BP","heterochromatin formation","GO:0031507","1","0","112","33","1","21031","BAHD1"
"GO:BP","negative regulation of response to external stimulus","GO:0032102","1","0","405","33","1","21031","CACTIN"
"GO:BP","negative regulation of cellular catabolic process","GO:0031330","1","0","222","33","1","21031","ZCCHC17"
"GO:BP","positive regulation of cellular biosynthetic process","GO:0031328","1","0","2685","33","8","21031","RBM4,SOX12,MEPCE,EBF4,SOX15,ZNF593,HSP90AB1,MTDH"
"GO:BP","positive regulation of Wnt signaling pathway","GO:0030177","1","0","141","33","1","21031","TMEM9"
"GO:BP","extracellular matrix organization","GO:0030198","1","0","324","33","1","21031","ANTXR1"
"GO:BP","T cell differentiation","GO:0030217","1","0","308","33","1","21031","SOX12"
"GO:BP","lipid modification","GO:0030258","1","0","192","33","1","21031","ACOX1"
"GO:BP","embryonic limb morphogenesis","GO:0030326","1","0","125","33","1","21031","B9D1"
"GO:BP","regulation of cell migration","GO:0030334","1","0","934","33","1","21031","FLT1"
"GO:BP","positive regulation of cell migration","GO:0030335","1","0","540","33","1","21031","FLT1"
"GO:BP","tRNA methylation","GO:0030488","1","0","43","33","1","21031","TRMO"
"GO:BP","positive regulation of transforming growth factor beta receptor signaling pathway","GO:0030511","1","0","32","33","1","21031","HSP90AB1"
"GO:BP","intracellular receptor signaling pathway","GO:0030522","1","0","362","33","1","21031","UBQLN1"
"GO:BP","regulation of cellular catabolic process","GO:0031329","1","0","687","33","3","21031","UBQLN1,ZCCHC17,MTDH"
"GO:BP","leukocyte chemotaxis","GO:0030595","1","0","237","33","1","21031","FLT1"
"GO:BP","cytoskeleton-dependent intracellular transport","GO:0030705","1","0","211","33","1","21031","CILK1"
"GO:BP","epithelial cell differentiation","GO:0030855","1","0","740","33","2","21031","RBM4,B9D1"
"GO:BP","pancreas development","GO:0031016","1","0","79","33","1","21031","RBM4"
"GO:BP","regulatory ncRNA-mediated gene silencing","GO:0031047","1","0","688","33","1","21031","RBM4"
"GO:BP","regeneration","GO:0031099","1","0","199","33","1","21031","SOX15"
"GO:BP","regulation of cellular metabolic process","GO:0031323","1","0","6673","33","16","21031","UBQLN1,CACTIN,RBM4,CDK11B,SERPINB1,LPCAT1,FLT1,ZCCHC17,SOX12,BAHD1,MEPCE,EBF4,SOX15,ZNF593,HSP90AB1,MTDH"
"GO:BP","negative regulation of cellular metabolic process","GO:0031324","1","0","3226","33","11","21031","CACTIN,RBM4,SERPINB1,LPCAT1,ZCCHC17,SOX12,BAHD1,MEPCE,SOX15,HSP90AB1,MTDH"
"GO:BP","positive regulation of cellular metabolic process","GO:0031325","1","0","3346","33","9","21031","RBM4,FLT1,SOX12,MEPCE,EBF4,SOX15,ZNF593,HSP90AB1,MTDH"
"GO:BP","regulation of cellular biosynthetic process","GO:0031326","1","0","5781","33","14","21031","CACTIN,RBM4,CDK11B,SERPINB1,LPCAT1,ZCCHC17,SOX12,BAHD1,MEPCE,EBF4,SOX15,ZNF593,HSP90AB1,MTDH"
"GO:BP","negative regulation of cellular biosynthetic process","GO:0031327","1","0","2824","33","10","21031","CACTIN,RBM4,SERPINB1,LPCAT1,SOX12,BAHD1,MEPCE,SOX15,HSP90AB1,MTDH"
"GO:BP","regulation of cellular pH","GO:0030641","1","0","95","33","1","21031","TMEM9"
"GO:BP","camera-type eye development","GO:0043010","1","0","350","33","3","21031","LPCAT1,FLT1,B9D1"
"GO:BP","positive regulation of response to external stimulus","GO:0032103","1","0","609","33","2","21031","UBQLN1,CACTIN"
"GO:BP","methylation","GO:0032259","1","0","268","33","2","21031","MEPCE,TRMO"
"GO:BP","regulation of interleukin-8 production","GO:0032677","1","0","84","33","1","21031","CACTIN"
"GO:BP","regulation of tumor necrosis factor production","GO:0032680","1","0","163","33","1","21031","CACTIN"
"GO:BP","negative regulation of interferon-beta production","GO:0032688","1","0","13","33","1","21031","CACTIN"
"GO:BP","negative regulation of interleukin-1 beta production","GO:0032691","1","0","28","33","1","21031","SERPINB1"
"GO:BP","negative regulation of interleukin-1 production","GO:0032692","1","0","34","33","1","21031","SERPINB1"
"GO:BP","negative regulation of interleukin-8 production","GO:0032717","1","0","17","33","1","21031","CACTIN"
"GO:BP","negative regulation of tumor necrosis factor production","GO:0032720","1","0","61","33","1","21031","CACTIN"
"GO:BP","RNA biosynthetic process","GO:0032774","1","0","3601","33","10","21031","CACTIN,CDK11B,SOX12,BAHD1,MEPCE,STON1-GTF2A1L,EBF4,SOX15,ZNF593,MTDH"
"GO:BP","monocarboxylic acid metabolic process","GO:0032787","1","0","629","33","1","21031","ACOX1"
"GO:BP","response to insulin","GO:0032868","1","0","263","33","1","21031","RBM4"
"GO:BP","regulation of interleukin-1 production","GO:0032652","1","0","110","33","1","21031","SERPINB1"
"GO:BP","cellular response to insulin stimulus","GO:0032869","1","0","200","33","1","21031","RBM4"
"GO:BP","regulation of localization","GO:0032879","1","0","2018","33","5","21031","UBQLN1,RBM4,B9D1,MEPCE,HSP90AB1"
"GO:BP","regulation of protein localization","GO:0032880","1","0","889","33","3","21031","B9D1,MEPCE,HSP90AB1"
